Customer ID,First Name,Last Name,MSISDN,Gender,DateOfBirth,Home Address,City,Postal Code,HouseholdId
10050078596,Maryam,Martinez,70076025587,Male,1980-09-19,210 GLENS FALLS ROAD,COLUMBUS,43085,TORRES358646289
10050078600,Amina,Johnson,70016107526,Female,1963-12-12,151 EASTON ROAD,GRANTS PASS,97526,HODAPP358662023
10050078601,Ejiro,Johnson,70035269404,Male,1972-03-03,7249 WOLFSBORO LN,FORT WAYNE,46835,SHEEHAN208984934
10050078603,Bola,Curtis,70082343754,Female,1954-07-13,10243 ORANGE AVE,SOUTH GATE,90280,RODRIGUEZ102884152
10050078608,Ese,Haley,70001492730,Male,1975-12-13,8223 WOODVINE CIR,LAKELAND,33810,TAYLOR215867369
10050078614,Halima,Walker,70044517196,Female,1953-08-28,510 STONEWAY DR NW,SALEM,97304,ALLEN189901623
10050078619,Obinna,Mills,70049854047,Male,2000-01-10,2221 CULLEN RD,GIBSONVILLE,27249,CONROY146424489
10050078627,Ngozi,Webb,70027725989,Male,1991-09-29,4315 BAIN AVE,SANTA CRUZ,95062,RYAN181307285
10050078628,Obinna,Young,70088407089,Female,2000-12-14,4536 PONSARD CT UNIT 1068,NORTH LAS VEGAS,89031,CUSTODIO183915349
10050078637,Halima,Harrison,70014861098,Male,1980-06-08,22174 W LOMA LINDA BLVD,BUCKEYE,85326,BIBBEE146261381
10050078639,Chinedu,Brown,70032532619,Male,1958-06-08,398 LANKERSHIM AVE,HIGHLAND,92346,CALDWELL175832635
10050078645,Sade,Cruz,70076716260,Female,1974-12-23,4960 PRICE DR,SUWANEE,30024,FREER187810381
10050078647,Zainab,Mcguire,70055431395,Male,1976-05-22,651 JIM MOUNTAIN RD,MILL RUN,15464,CRAIG203255344
10050078649,Funke,Thomas,70091623859,Female,1972-07-23,808 PARK PL,HAMPTON,23669,MCNIDER270993769
10050078651,Sarah,Meyer,70026873267,Male,1968-07-23,4346 JAN WAY,SAN JOSE,95124,CHEN181707076
10050078656,Oghene,Schroeder,70052024962,Female,1987-10-27,130 SPENCER ST # 1,DORCHESTER CENTER,2124,FRENCH117079328
10050078657,Sarah,Thomas,70084498039,Female,1966-08-29,14 TRACY DR,AGAWAM,1001,SACCO232609294
10050078661,Obinna,Dunn,70031779835,Female,2001-01-23,75 WEAVER AVE,ANDES,13731,JELLEN364147491
10050078669,Oghene,Munoz,70058445818,Female,1976-01-01,319 ROSS RD,GREENVILLE,45331,MORRIELLO241945232
10050078671,Halima,Burns,70059579755,Male,1979-09-16,409 DURANT DR,FAYETTEVILLE,28304,RODGERS177873622
10050078677,Ibim,Murphy,70073444654,Female,2001-03-19,879 E DELLBROOK LN,DUNNELLON,34434,WILLS219052799
10050078686,Bola,Potter,70065262789,Female,1962-03-03,8387 CALGARY DR S,MOBILE,36695,ONDERDONK216873069
10050078694,John,Morales,70010962611,Male,2002-02-16,2217 ASHLAR VLG,WALLINGFORD,6492,NETTLETON146241779
10050078702,Saidu,Tucker,70040047106,Male,1959-08-18,364 ANDES ROAD,GRANTS PASS,97526,HODAPP358662023
10050078705,John,Mcgrath,70089804711,Male,1961-06-15,651 JIM MOUNTAIN RD,MILL RUN,15464,CRAIG203255344
10050078706,Shehu,Hays,70044889266,Female,1981-03-20,6311 HERMES DR,BAKERSFIELD,93306,GUILLEN201710285
10050078711,Ibim,Castro,70027287253,Female,1954-06-28,9178 W WIND ST,LUMBERTON,77657,OATS221712671
10050078717,Obinna,Patterson,70019620595,Male,1969-02-21,7249 WOLFSBORO LN,FORT WAYNE,46835,SHEEHAN208984934
10050078720,Saidu,Munoz,70079415926,Male,1961-12-09,14403 SONNENBURG DR,CHESTER,23831,PAYNE123138465
10050078729,Ngozi,Wood,70091148293,Female,1979-08-16,7808 EPPING LN,AUSTIN,78745,FARMER212592186
10050078734,Bola,Miller,70016665187,Male,2003-05-18,10432 CALICO CIR,SAN DIEGO,92126,JUNGHANS104071399
10050078740,Ngozi,Acevedo,70007934645,Female,2007-05-28,110 KENTUCKY AVE,FORT LAUDERDALE,33312,HAMPTON229118834
10050078746,Kunle,Bird,70076133695,Female,2003-08-07,189 SALEM ROAD,BOCA RATON,33428,ESTEVEZ358643984
10050078749,Ejiro,Gill,70094431462,Female,1980-05-19,10432 CALICO CIR,SAN DIEGO,92126,JUNGHANS104071399
10050078751,Alabo,Clay,70068057188,Female,2008-08-04,13315 NASSAU DR,WOODBRIDGE,22193,KHAN118851426
10050078759,Michael,Williams,70019933435,Female,1955-08-29,409 DURANT DR,FAYETTEVILLE,28304,RODGERS177873622
10050078764,Zainab,Clark,70014791818,Female,1993-01-15,112 STEPHENSON BLVD,NEW ROCHELLE,10801,TURNER108559310
10050078773,Ese,Cooper,70049351346,Female,1978-10-13,175 HIGHLAND ROAD,CHINO,91710,MARY358660351
10050078781,Grace,Figueroa,70006896549,Female,1990-02-14,4 WHITEFIELD TER,WILMINGTON,1887,CAPONE176116961
10050078785,John,Erickson,70000418598,Male,1955-10-01,14 LEANIHI LN APT 204,KIHEI,96753,WALDRON120999862
10050078793,Kunle,Collins,70005578203,Male,1976-02-07,130 SPENCER ST # 1,DORCHESTER CENTER,2124,FRENCH117079328
10050078796,Zina,Dawson,70039324522,Male,1957-12-09,1020 NW 41ST ST,MIAMI,33127,WALKER227815682
10050078798,Fatima,Scott,70037352191,Female,1951-10-13,117 DORCHESTER CENTER ROAD,CHINO,91710,MARY358660351
10050078806,Zina,Cochran,70021671034,Male,1986-03-13,3018 KANSAS CITY DR,MONROE,28110,SCHWARTZ161707575
10050078815,Fatima,Carpenter,70039089612,Male,2003-01-02,62 LINDEN ST,ROCKVILLE CENTRE,11570,HANSEN248681486
